ID;DESCRIPTION;Attribut1;Additional Feature;Application;Characteristic;Temp;Height;Length in mm;Rating;Material;Size;Code;Joule-integral-Nom (J);LC Risk;Maximum AC Voltage Rating;Maximum DC Voltage Rating;Maximum Power Dissipation;Mounting;Mounting Feature;Number of Terminals;Operating Temperature-Max (Cel);Operating Temperature-Min (Cel);Physical Dimension;Pre-arcing time-Min (ms);Product Diameter;Product Length;Rated Breaking Capacity (A);Rated Current (A);Rated Voltage (V);Rated Voltage(AC) (V);Rated Voltage(DC) (V)
A889;Indicator Chip Very Fast Movement 20A 125V SMD Solder Pad 2410 Ceramic T/R Electric Indicator;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;;;;;20A;Ceramic;6.1 X 2.69mm;e4;;Low;125V;125V;;Surface Mount;;2;;;;;;6.1mm;;;;;
A890;Indicator Chip Very Fast Movement 2.5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 2.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;2.5A;Ceramic;6.1 X 2.69mm;e0;1.029J;High;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;2.5A;125V;125V;125V
A891;Indicator Chip Very Fast Movement 2.5A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Very Fast Blow, 2.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;2.5A;Ceramic;NANO;e4;1.029J;Low;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;2.5A;125V;125V;125V
A892;Indicator Chip Very Fast Movement 2.5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 2.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;2.5A;Ceramic;6.1 X 2.69mm;e0;1.029J;High;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;2.5A;125V;125V;125V
A893;Indicator Chip Very Fast Movement 2.5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 2.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;2.5A;Ceramic;NANO;e4;1.029J;Low;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;2.5A;125V;125V;125V
A894;;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;;;;;3.5A;Ceramic;6.1 X 2.69mm;;;;125V;125V;;Surface Mount;;2;;;;;;6.1mm;;;;;
A895;Indicator Chip Very Fast Movement 3.5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 3.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;3.5A;Ceramic;6.1 X 2.69mm;e0;2.469J;High;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;3.5A;125V;125V;125V
A896;Indicator Chip Very Fast Movement 3.5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 3.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;3.5A;Ceramic;NANO;e4;2.469J;Low;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;3.5A;125V;125V;125V
A897;Indicator Chip Very Fast Movement 3.5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 3.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;3.5A;Ceramic;6.1 X 2.69mm;e0;2.469J;High;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;3.5A;125V;125V;125V
A898;Indicator Chip Very Fast Movement 3.5A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 3.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;3.5A;Ceramic;NANO;e4;2.469J;Low;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;3.5A;125V;125V;125V
A899;;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;;;;;3.5A;Ceramic;6.1 X 2.69mm;;;;125V;125V;;Surface Mount;;2;;;;;;6.1mm;;;;;
A900;Indicator Chip Very Fast Movement 0.062A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.062A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;0.062A;Ceramic;6.1 X 2.69mm;e4;0.00019J;High;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;0.062A;125V;125V;125V
A901;Indicator Chip Very Fast Movement 0.062A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.062A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;0.062A;Ceramic;NANO;e4;0.00019J;Low;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;0.062A;125V;125V;125V
A902;Indicator Chip Very Fast Movement 0.062A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.062A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;0.062A;Ceramic;6.1 X 2.69mm;e0;0.00019J;High;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;0.062A;125V;125V;125V
A903;Indicator Chip Very Fast Movement 0.062A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.062A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;0.062A;Ceramic;NANO;e4;0.00019J;Low;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;0.062A;125V;125V;125V
A904;;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;;;;;6.3A;Ceramic;6.1 X 2.69mm;;;;125V;125V;;Surface Mount;;2;;;;;;6.1mm;;;;;
A905;Indicator Chip Very Fast Movement 6.3A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 6.3A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;6.3A;Ceramic;6.1 X 2.69mm;e0;9.17J;High;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;6.3A;125V;125V;125V
A906;Indicator Chip Very Fast Movement 6.3A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 6.3A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;6.3A;Ceramic;NANO;e4;9.17J;Low;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;6.3A;125V;125V;125V
A907;Indicator Chip Very Fast Movement 6.3A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Very Fast Blow, 6.3A, 50A (IR), NANO;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;6.3A;Ceramic;6.1 X 2.69mm;;;Low;125V;125V;;Surface Mount;;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;6.3A;125V;;
A908;Indicator Chip Very Fast Movement 6.3A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 6.3A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;6.3A;Ceramic;NANO;e4;9.17J;Low;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;6.3A;125V;125V;125V
A909;;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;;;;;6.3A;Ceramic;6.1 X 2.69mm;;;;125V;125V;;Surface Mount;;2;;;;;;6.1mm;;;;;
A910;Indicator Chip Very Fast Movement 0.08A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.08A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;0.08A;Ceramic;6.1 X 2.69mm;e4;0.00033J;High;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;0.08A;125V;125V;125V
A911;Indicator Chip Very Fast Movement 0.08A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.08A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;0.08A;Ceramic;NANO;e4;0.00033J;Low;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;0.08A;125V;125V;125V
A912;Indicator Chip Very Fast Movement 0.08A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.08A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;0.08A;Ceramic;NANO;e4;0.00033J;Low;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;0.08A;125V;125V;125V
A913;;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;;;;;0.1A;Ceramic;6.1 X 2.69mm;;;;125V;125V;;Surface Mount;;2;;;;;;6.1mm;;;;;
A914;Indicator Chip Very Fast Movement 0.1A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.1A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;0.1A;Ceramic;6.1 X 2.69mm;e0;0.00138J;High;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;0.1A;125V;125V;125V
A915;Indicator Chip Very Fast Movement 0.1A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.1A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;0.1A;Ceramic;NANO;e4;0.00138J;Low;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;0.1A;125V;125V;125V
A916;Indicator Chip Very Fast Movement 0.1A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.1A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;0.1A;Ceramic;NANO;e4;0.00138J;Low;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;0.1A;125V;125V;125V
A917;Indicator Chip Very Fast Movement 0.125A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.125A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;1.25A;Ceramic;6.1 X 2.69mm;e0;0.664J;High;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;1.25A;125V;125V;125V
A918;Indicator Chip Very Fast Movement 1.25A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.125A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;0.125A;Ceramic;NANO;e4;0.664J;Low;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;1.25A;125V;125V;125V
A919;Indicator Chip Very Fast Movement 0.125A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.125A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;0.125A;Ceramic;6.1 X 2.69mm;e0;0.00286J;High;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;0.125A;125V;125V;125V
A920;Indicator Chip Very Fast Movement 0.125A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.125A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;1.25A;Ceramic;NANO;e4;0.664J;Low;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;1.25A;125V;125V;125V
A921;;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;;;;;1.25A;Ceramic;6.1 X 2.69mm;;;;125V;125V;;Surface Mount;;2;;;;;;6.1mm;;;;;
A922;;;;;VERY FAST;2.69mm;2.69mm;6.1mm;;;;e0;;High;;;;;;;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;;;0.16A;125V;;
A923;;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;;;;;0.16A;Ceramic;6.1 X 2.69mm;;;;125V;125V;;Surface Mount;;2;;;;;;6.1mm;;;;;
A924;Indicator Chip Very Fast Movement 0.16A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.16A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;0.16A;Ceramic;6.1 X 2.69mm;e0;0.0048J;High;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;0.16A;125V;125V;125V
A925;Indicator Chip Very Fast Movement 0.16A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.16A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;0.16A;Ceramic;NANO;e4;0.0048J;Low;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;0.16A;125V;125V;125V
A926;Indicator Chip Very Fast Movement 0.16A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.16A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;0.16A;Ceramic;6.1 X 2.69mm;e0;0.0048J;High;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;0.16A;125V;125V;125V
A927;Indicator Chip Very Fast Movement 0.16A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.16A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;0.16A;Ceramic;NANO;e4;0.0048J;Low;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;0.16A;125V;125V;125V
A928;Indicator Chip Very Fast Movement 0.2A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.2A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;0.2A;Ceramic;6.1 X 2.69mm;e0;0.0089J;High;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;0.2A;125V;125V;125V
A929;Indicator Chip Very Fast Movement 0.2A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.2A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;0.2A;Ceramic;NANO;e4;0.0089J;Low;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;0.2A;125V;125V;125V
A930;Indicator Chip Very Fast Movement 0.2A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.2A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;0.2A;Ceramic;NANO;e4;0.0089J;Low;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;0.2A;125V;125V;125V
A931;Indicator Chip Very Fast Movement 0.25A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.25A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;0.25A;Ceramic;6.1 X 2.69mm;e0;0.0158J;High;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;0.25A;125V;125V;125V
A932;Indicator Chip Very Fast Movement 0.25A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.25A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;0.25A;Ceramic;NANO;e4;0.0158J;Low;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;0.25A;125V;125V;125V
A933;Indicator Chip Very Fast Movement 0.25A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.25A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;0.25A;Ceramic;6.1 X 2.69mm;e0;0.0158J;High;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;0.25A;125V;125V;125V
A934;Indicator Chip Very Fast Movement 0.25A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.25A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;0.25A;Ceramic;NANO;e4;0.0158J;Low;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;0.25A;125V;125V;125V
A935;;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;;;;;0.25A;Ceramic;6.1 X 2.69mm;;;;125V;125V;;Surface Mount;;2;;;;;;6.1mm;;;;;
A936;;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;;;;;0.315A;Ceramic;6.1 X 2.69mm;;;;125V;125V;;Surface Mount;;2;;;;;;6.1mm;;;;;
A937;Indicator Chip Very Fast Movement 0.315A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.315A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;3.15A;Ceramic;6.1 X 2.69mm;e0;1.92J;High;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;3.15A;125V;125V;125V
A938;Indicator Chip Very Fast Movement 3.15A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 0.315A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO;Very Fast;RATED BREAKING CAPACITY AT 125 VDC: 50 A;Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System;VERY FAST;2.69mm;2.69mm;6.1mm;0.315A;Ceramic;NANO;e4;1.92J;Low;125V;125V;;Surface Mount;SURFACE MOUNT;2;125Cel;-55Cel;6.1mm  x  2.69mm  x  2.69mm;;;6.1mm;50A;3.15A;125V;125V;125V
